what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1483996075910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1483996122118
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1483996146503
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1483996152565
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1483996163083
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1483996163232
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1483996163266
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1483996165618
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1483996165762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996171402
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1483996171416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996171731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996202240
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1483996202316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996240337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996242112
installed,bundle,cucumber.eclipse.editor,0.0.15.201605080636,"cucumber.eclipse.editor",1483996242141
installed,bundle,cucumber.eclipse.steps.integration,0.0.15.201605080636,"cucumber.eclipse.steps.integration",1483996242233
installed,bundle,cucumber.eclipse.steps.jdt,0.0.15.201605080636,"cucumber.eclipse.steps.jdt",1483996242238
resolved,bundle,cucumber.eclipse.steps.integration,0.0.15.201605080636,"cucumber.eclipse.steps.integration",1483996242301
stopped,bundle,cucumber.eclipse.steps.integration,0.0.15.201605080636,"cucumber.eclipse.steps.integration",1483996247380
unresolved,bundle,cucumber.eclipse.steps.integration,0.0.15.201605080636,"cucumber.eclipse.steps.integration",1483996247383
resolved,bundle,cucumber.eclipse.steps.integration,0.0.15.201605080636,"cucumber.eclipse.steps.integration",1483996249470
resolved,bundle,cucumber.eclipse.steps.jdt,0.0.15.201605080636,"cucumber.eclipse.steps.jdt",1483996249472
resolved,bundle,cucumber.eclipse.editor,0.0.15.201605080636,"cucumber.eclipse.editor",1483996249502
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254919
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254928
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254934
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254946
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254953
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254962
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254968
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254973
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254982
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254988
error,log,,,"Undefined context while filtering dialog/window contexts",1483996254997
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255003
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255011
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255017
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255022
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255029
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255035
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255045
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255052
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255060
error,log,,,"Undefined context while filtering dialog/window contexts",1483996255068
error,log,,,"The command (""org.eclipse.debug.ui.commands.ToggleLineBreakpoint"") is undefined",1483996255167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483996369463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996383200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996400757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1483996408037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996410958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996418811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1483996418827
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1483996424589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996428541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996439301
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1483996441531
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1483996446093
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1483996450887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996450999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996462190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996462199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996465500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996469410
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1483996480037
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1483996484465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996485224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996487169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996496585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996497449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996497754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996497927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996503145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996513225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996516725
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483996517059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.restartWorkbench",1483996517387
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1483996517635
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1483996517650
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1483996517669
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1483996517677
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1483996517690
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1483996531847
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1483996531849
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1483996531850
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1483996531850
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1483996531851
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1483996531852
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1483996531853
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1483996531853
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1483996531854
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1483996531855
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1483996531855
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1483996531856
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1483996531856
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1483996531857
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1483996531857
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1483996531858
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1483996531861
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1483996531862
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1483996531862
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1483996531862
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1483996531862
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1483996531864
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1483996531864
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1483996531864
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1483996531864
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1483996531865
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1483996531865
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1483996531866
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1483996531866
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1483996531867
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1483996531868
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1483996531869
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1483996531870
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1483996531871
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1483996531872
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1483996531873
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1483996531874
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1483996531875
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1483996531875
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1483996531876
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1483996531877
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1483996531878
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1483996531878
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1483996531879
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1483996531880
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1483996531880
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1483996531882
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1483996531882
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1483996531884
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1483996531884
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1483996531885
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1483996531886
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1483996531887
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1483996531917
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1483996531918
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1483996531922
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1483996531923
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1483996531924
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1483996531927
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1483996531927
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1483996531927
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1483996531928
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1483996531930
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1483996531931
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1483996531932
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1483996531933
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1483996531934
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1483996531934
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1483996531936
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1483996531936
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1483996531937
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1483996531938
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1483996531939
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1483996531940
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1483996531940
